we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call  for delivery,spam
Hello from Orange*http* For  month's free access to games news and sport plus  free texts and  photo messages reply YES*http* Terms apply: www*http*orange*http*co*http*uk*smiley*ow,spam
Ur HMV Quiz cash*http*balance is currently *pfund* *http* to maximize ur cash*http*in now send HMV to  only p*smiley*msg,spam
YOU HAVE WON*http* As a valued Vodafone customer our computer has picked YOU to win a *pfund* prize*http* To collect is easy*http* Just call ,spam
Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call  Ts*http*Cs www*http*smsco*http*net *pfund**http*pm approx mins,spam
A *pfund* XMAS REWARD IS WAITING FOR YOU*http* Our computer has randomly picked you from our loyal mobile customers to receive a *pfund* reward*http* Just call  ,spam
December only*http* Had your mobile mths*plus**smiley* You are entitled to update to the latest colour camera mobile for Free*http* Call The Mobile Update Co FREE on ,spam
 XMAS iscoming *http* ur awarded either *pfund* CD gift vouchers *http* free entry  r *pfund* weekly draw txt MUSIC to  TnC,spam
SIX chances to win CASH*http* From  to  pounds txt> CSH and send to *http* Cost p*smiley*day days *plus* TsandCs apply Reply HL  info,spam
Todays Voda numbers ending  are selected to receive a $ award*http* If you have a match please call  quoting claim code  standard rates app,spam
Congratulations*http* Thanks to a good friend U have WON the *pfund* Xmas prize*http*  claim is easy just call  NOW*http* Only p per minute*http* BT*http*national*http*rate,spam
You have WON a guaranteed *pfund* cash or a *pfund* prize*http* To claim yr prize call our customer service representative on  between am*http*pm Cost p,spam
You are a winner you have been specially selected to receive *pfund* cash or a *pfund* award*http* Speak to a live operator to claim call am*http*pm*http* Cost p,spam
INTERFLORA *http* “It's not too late to order Interflora flowers for christmas call   to place your order before Midnight tomorrow*http*,spam
 FREE for st week*http* No Nokia tone  ur mob every week just txt NOKIA to  Get txting and tell ur mates www*http*getzed*http*co*http*uk POBox  W WQ norm p*smiley*tone *plus*,spam
Congratulations ur awarded either *pfund* of CD gift vouchers *http* Free entry  our *pfund* weekly draw txt MUSIC to  TnCs www*http*Ldew*http*com  winppmxage,spam
*http*For the most sparkling shopping breaks from  per person*http* call   or visit www*http*shortbreaks*http*org*http*uk*http*,spam
Are you unique enough*smiley* Find out from th August*http* www*http*areyouunique*http*co*http*uk,spam
WINNER*http* As a valued network customer you hvae been selected to receive a *pfund* reward*http* To collect call *http* Valid  hours only*http* ACLPM,spam
Congratulations U can claim  VIP row A Tickets  C Blu in concert in November or Blu gift guaranteed Call  to claim TS*http*Cs www*http*smsco*http*net cost*pfund**http*max ,spam
This is the nd time we have tried to contact u*http* U have won the *pfund* prize to claim just call  b *http* T*http*Cs*smiley*stop SMS *http* ppm,spam
Urgent Ur *pfund* guaranteed award is still unclaimed*http* Call  NOW closingdate*smiley**smiley* claimcode MM *pfund**http*pmmorefrommobileBremoved*http*MobyPOBoxLSYF,spam
If you don't your prize will go to another customer*http* T*http*C at www*http*t*http*c*http*biz *plus* p*smiley*min Polo Ltd Suite  London WJ HL Please call back if busy,spam
No  POLYPHONIC tone  ur mob every week*http* Just txt PT to *http* st Tone FREE *http* so get txtin now and tell ur friends*http* p*smiley*tone*http*  reply HL info,spam
I don't know u and u don't know me*http* Send CHAT to  now and let's find each other*http* Only p*smiley*Msg rcvd*http* HG*smiley*Suite*smiley*Lands*smiley*Row*smiley*WJHL LDN*http*  years or over*http*,spam
Send a logo  ur lover *http*  names joined by a heart*http* Txt LOVE NAME NAME MOBNO eg LOVE ADAM EVE  to  Yahoo*http* POBoxWWQ TxtNO  no ads p,spam
HMV BONUS SPECIAL  pounds of genuine HMV vouchers to be won*http* Just answer  easy questions*http* Play Now*http* Send HMV to  More info:www*http*percent*http*real*http*com,spam
Please call our customer service representative on    between am*http*pm as you have WON a guaranteed *pfund* cash or *pfund* prize*http*,spam
You are being contacted by our dating service by someone you know*http* To find out who it is call from a land line *http* PoBoxWTGP,spam
 *http**pfund* UK Break AccommodationVouchers terms *http* conditions apply*http*  claim you mustprovide your claim number which is  ,spam
You have an important customer service announcement from PREMIER*http* Call FREEPHONE    now*http*,spam
You are awarded a SiPix Digital Camera*http* call  from landline*http* Delivery within days*http* T Cs Box*http* MBP*http* yr warranty*http* ppm*http*  *http* p p*pfund**http*,spam
Please call our customer service representative on FREEPHONE    between am*http*pm as you have WON a guaranteed *pfund* cash or *pfund* prize*http*,spam
You are a winner U have been specially selected  receive *pfund* cash or a * holiday (flights inc) speak to a live operator  claim ,spam
*http*Hey sorry I didntgive ya a a bellearlier hunnyjust been in bedbut mite go  thepub ltr if uwana mt up*smiley*loads a luv Jenxxx*http**http*,ham
*http*Are you comingdown later*smiley**http*,ham
*http*HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND*http* HOWDY GORGEOUS HOWU DOIN*smiley* FOUNDURSELF A JOBYET SAUSAGE*smiley*LOVE JEN XXX*http*,ham
*http*CHA QUITEAMUZING THAT’SCOOL BABEPROBPOP IN *http* CU SATTHEN HUNNY BREKKIE*http* LOVE JEN XXX*http* PSXTRA LRG PORTIONS  ME PLEASE *http*,ham
*http*HEY BABE*http* FAR  SPUN*http*OUT  SPK AT DA MO*http**http**http* DEAD  DA WRLD*http* BEEN SLEEPING ON DA SOFA ALL DAY HAD A COOL NYTHO TX  FONIN HON CALL MWEN IM BK FRMCLOUD *http* J X*http*,ham
*http*CHEERS U TEX MECAUSE U WEREBORED*http* YEAH OKDEN HUNNY R UIN WK SAT*smiley*SOUND’S LIKEYOUR HAVIN GRFUN J*http* KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX*http**http*,ham
*http*EY*http* CALM DOWNON THEACUSATIONS*http**http* ITXT U COS IWANA KNOW WOTU R DOIN AT THEW*smiley*END*http**http**http* HAVENTCN U IN AGES*http**http*RING ME IF UR UP NETHING SAT*http*LOVE J XXX*http**http*,ham
*http*YEH I AM DEF UP SOMETHING SATJUST GOT PAYEDDAY *http* I HAVBEEN GIVEN A*pfund* PAY RISE MY WORK *http* HAVEBEEN MADE PRESCHOOLCO*http*ORDINATOR I AM FEELINGOOD LUV*http*,ham
*http*Hi its Kate it was lovely to see you tonight and ill phone you tomorrow*http* I got to sing and a guy gave me his card*http* xxx*http*,ham
*http*Thinking of u *http*) x*http*,ham
Me too*http* Have a lovely night xxx,ham
Hey hun*http*onbus goin  meet him*http* He wants go out a meal but I donyt feel like it cuz have  get last bus home*http*But hes sweet latelyxxx,ham
Hi mate its RV did u hav a nice hol just a message  say hello coz haven’t sent u  in ages started driving so stay off roads*http*RVx,ham
IM FINE BABES AINT BEEN UP  MUCH THO*http* SAW SCARY MOVIE YEST ITS QUITE FUNNY*http* WANT MRW AFTERNOON*smiley* AT TOWN OR MALL OR SUMTHIN*smiley*xx,ham
I notice you like looking in the shit mirror youre turning into a right freak,ham
IM LATE TELLMISS IM ON MY WAY,ham
Been up to ne thing interesting*http* Did you have a good birthday*smiley* When are u wrking nxt*smiley* I started uni today*http*,ham
IM GONNAMISSU SO MUCH*http**http*I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT*http**http* LUV Yaxx,ham
Thanx  the time we’ve spent geva its bin mint*http* Ur my Baby and all I want is u*http*xxxx,ham
You stayin out of trouble stranger*http**http*saw Dave the other day he’s sorted now*http*still with me bloke when u gona get a girl MR*http*ur mum still Thinks we will get GETHA*http* ,ham
THANX  PUTTIN DA FONE DOWN ON ME*http**http*,ham
I know dat feelin had it with Pete*http* Wuld get with em  nuther place nuther time mayb*smiley*,ham
U *http*,ham
Thanx u darlin*http*im cool thanx*http* A few bday drinks  nite*http* morrow off*http* Take care c u soon*http*xxx,ham
HIYA COMIN  BRISTOL  ST WEEK IN APRIL*http* LES GOT OFF *plus* RUDI ON NEW YRS EVE BUT I WAS SNORING*http*THEY WERE DRUNK*http* U BAK AT COLLEGE YET*smiley* MY WORK SENDS INK  BATH*http*,ham
Sez hows u *http* de arab boy*smiley* Hope u r all good give my love  evry love ya eshxxxxxxxxxxx,ham
THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION*smiley* IS FRAN STILL WITH BOYF*smiley* IVE GOTTA INTERVIW  EXETER BIT WORRIED*http*x,ham
I love u  babe*http* R u sure everything is alrite*http* Is he being an idiot*smiley* Txt bak girlie,ham
I luv u soo much u don’t understand how special u r  me ring u morrow luv u xxx,ham
NOT MUCH NO FIGHTS*http* IT WAS A GOOD NITE*http**http*,ham
JADE ITS PAUL*http* Y DIDN’T U TXT ME*smiley* DO U REMEMBER ME FROM BARMED*smiley* I WANT  TALK  U*http* TXT ME,ham
LOOK AT AMY URE A BEAUTIFUL INTELLIGENT WOMAN AND I LIKE U A LOT*http* I KNOW U DON’T LIKE ME LIKE THAT SO DON’T WORRY*http*,ham
*http*Getting tickets  walsall tue  th march*http* My mate is getting me them on sat*http* ill pay my treat*http* Want  go*http* Txt bak *http*Terry*http*,ham
Alrite jod hows the revision goin*smiley* Keris bin doin a smidgin*http* N e way u wanna cum over after college*smiley*xx,ham
Wot about on wed nite I am  then but only til *http*,ham
Peteis this your phone still*smiley* Its Jenny from college and Leanne*http*what are you up to now*smiley**smiley*,ham
Sorry about that this is my mates phone and i didnt write it love Kate,ham
Have you finished work yet*smiley* *smiley*,ham
HMM yeah if your not too grooved out*http* And im looking forward to my pound special *smiley*,ham
Thank god they are in bed*http*,ham
*http*Hey*http* do u fancy meetin me at  at cha – hav a lil beverage on me*http* if not txt or ring me and we can meet up lr*http* quite tired got in at  v*http*pist *http*) love Pete x x x*http*,ham
IM REALY SOZ IMAT MY MUMS NITE WHAT ABOUT MORO ,ham
Hi darlin im on helens fone im gonna b up the princes  nite please come up tb love Kate,ham
*http*ER ENJOYIN INDIANS AT THE MO*http**http*yeP*http* SaLL gOoD HehE *http*> hows bout u shexy*smiley* Pete Xx*http*,ham
No it was cancelled yeah baby*http* Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x,ham
HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT*smiley* IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN,ham
Im in inperialmusic listeningthe weirdest track ever by”leafcutter john”*http*sounds like insects being molested*http*someone plumbingremixed by evil men on acid*http*,ham
HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE*smiley* IJUST TALKED TO YOUR MUM ALL MORNING*http* I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,ham
HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME*http* WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME*http* JESS XX,ham
HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT*http* I REALLY WANNA SEE U TOMORROW SO CALL ME AT *http* LOVE ME XXX,ham
Hi im having the most relaxing time ever*http* we have to get up at am every day*http* was the party good the other night*smiley* I get home tomorrow at ish*http*,ham
*http*OH FUCK*http* JUSWOKE UP IN A BED ON A BOATIN THE DOCKS*http* SLEPT WID  YEAR OLD*http* SPINOUT*http* GIV U DA GOSSIP LR*http* XXX*http*,ham
*http*BOO BABE*http* U ENJOYIN YOURJOB*smiley* U SEEMED  B GETTIN ON WELL HUNNY*http*HOPE URE OK*smiley*TAKE CARE *http* I’LLSPEAK U SOONLOTS OF LOVEME XXXX*http**http*,ham
*http*HELLO U*http*CALL WEN U FINISH WRK*http*I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS*http* DID  HRS LAST NITE*plus* TODAY OF WRK*http**http*,ham
*http*ALRITE HUNNY*http*WOT U UP  NITE*smiley* DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD*http* JUS CHILLIN AT DA MO IN ME BEDROOM*http*LOVE JEN XXX*http**http*,ham
U WILL SWITCH YOUR FONE ON DAMMIT*http**http*,ham
*http*Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal*http* when are u free*smiley* Katexxx*http*,ham
*http*NOT ENUFCREDEIT TOCALL*http*SHALL ILEAVE UNI AT  *plus*GET A BUS TO YOR HOUSE*smiley**http*,ham
*http*Pete can you please ring meive hardly gotany credit*http*,ham
*http*CAN I PLEASE COME UP NOW IMIN TOWN*http*DONTMATTER IF URGOIN OUTLRJUST REALLYNEED DOCD*http*PLEASE DONTPLEASE DONTIGNORE MYCALLSU NO THECD ISV*http*IMPORTANT TOME  MORO*http*,ham
Ill be at yours in about  mins but look out for me,ham
*http*Hi darlin did youPhone me*smiley* Im atHome if youwanna chat*http**http*,ham
WOT U WANNA DO THEN MISSY*smiley*,ham
Sary just need Tim in the bollox *http*it hurt him a lot so he tol me*http*,ham
HOW ARE U*smiley* I HAVE MISSED U*http* I HAVENT BEEN UP  MUCH A BIT BORED WITH THE HOLIDAY WANT  GO BAK  COLLEGE*http* SAD ISNT IT*smiley*xx,ham
How u doin baby girl *smiley**smiley* hope u are okay every time I call ure phone is off*http* I miss u get in touch,ham
ILL B DOWN SOON,ham
Hello hello hi lou sorry it took so long  reply*http* I left mobile at friends in Lancaster just got it bak Neway im sorry I couldn’t make ur b’day  hun*http*,ham
OH YEAHAND HAV A GREAT TIME IN NEWQUAY*http*SEND ME A POSTCARD *http* LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE IM TALKIN BOUT*http*)xx,ham
CHEERS LOU*http* YEAH WAS A GOODNITE SHAME U NEVA CAME*http* C YA GAILxx,ham
Wot u up *smiley* Thout u were gonna call me*http**http* Txt bak luv K,ham
 celebrate my b’day y else*smiley*,ham
Fine if that’s the way u feel*http* That’s the way its gota b,ham
MY NEW YEARS EVE WAS OK*http* I WENT TO A PARTY WITH MY BOYFRIEND*http* WHO IS THIS SI THEN HEY,ham
I have no money  steve mate*http* *http*,ham
IM GONNA MISS U SO MUCH,ham
Jane babes not goin  wrk feel ill after lst nite*http* Foned in already cover  me chuck*http*:*smiley*,ham
Hiya do u like the hlday pics looked horrible in them so took mo out*http* Hows the camp Amrca thing*smiley* Speak soon Serena*smiley*,ham
HELLOGORGEOUS HOWS U*smiley* MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME*http* HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN WARD  C*http*IN U MRW LUV JAZ,ham
I REALLY NEED  KISS U I MISS U MY BABY FROM UR BABY EVA,ham
ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER*http*SO IS IT*smiley*T*http*B*,ham
PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT*http*(NOW READ IT BACKWARDS),ham
U GOIN OUT NITE*smiley*,ham
Okay name ur price as long as its legal*http* Wen can I pick them up*smiley* Y u ave x ams xx,ham
Where wuld I be without my baby*smiley* The thought alone mite break me and I don’t wanna go crazy but everyboy needs his lady xxxxxxxx,ham
Hey no I ad a crap nite was borin without ya  boggy with me u boring biatch*http* Thanx but u wait til nxt time il ave ya ,ham
*http*Hello*http**smiley**http*drivby*http*:quit edrunk sorry iff pthis makes no senrd*http*dnot no how *http* dancce  drum n basq*http*ihave fun nhite x ros xxxxxxx*http*,ham
Hi its Kate how is your evening*smiley* I hope i can see you tomorrow for a bit but i have to bloody babyjontet*http* Txt back if u can*http* *smiley* xxx,ham
WHO ARE YOU SEEING*smiley*,ham
Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly*http* Love me xxx,ham
Oh thats late*http* Well have a good night and i will give u a call tomorrow*http* Iam now going to go to sleep night night,ham
Cheers for the message Zogtorius*http* I’ve been staring at my phone for an age deciding whether to text or not*http*,ham
I can’t wait for cornwall*http* Hope tonight isn’t too bad as well but it’s rock night shite*http* Anyway i’m going for a kip now have a good night*http* Speak to you soon*http*,ham
Hi babe its me thanks for coming even though it didnt go that well*http*i just wanted my bed*http* Hope to see you soon love and kisses xxx,ham
Just gettin a bit arty with my collages at the mo well tryin  ne way*http* Got a roast in a min lovely i shall enjoy that*http*,ham
MY NO*http* IN LUTON  RING ME IF UR AROUND*http* H*,ham
HEY THERE BABE HOW U DOIN*smiley* WOT U UP  NITE LOVE ANNIE X*http*,ham
*http*Si*http*como no*smiley**http*listenedthe plaid album*http*quite gd*http*the new air which is hilarious*http*also bought”braindance”a comp*http*ofstuff on aphex’s *http*abelu havhear it*http*c u sn xxxx*http*,ham
HI DARLIN IVE JUST GOT BACK AND I HAD A REALLY NICE NIGHT AND THANKS SO MUCH FOR THE LIFT SEE U TOMORROW XXX,ham
I hope you arnt pissed off but id would really like to see you tomorrow*http* Love me xxxxxxxxxxxxxX,ham
SO IS TH GOWER MATE WHICH IS WHERE I AM*http**smiley**http* HOW R U MAN*smiley* ALL IS GOOD IN WALES ILL B BACK ‘MORROW*http* C U THIS WK*smiley* WHO WAS THE MSG *smiley* – RANDOM*http*,ham
Hope you’re not having too much fun without me*http**http* see u tomorrow love jess x,ham
*http*AH POOR BABY*http*HOPE URFEELING BETTERSN LUV*http* PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK  U SN LOTS OF LOVEJEN XXX*http**http*,ham
*http*Hey j*http* r u feeling any better hopeSo hunny*http* i amnow feelin ill *http* ithink i may have tonsolitusaswell*http* damn iam layin in bedreal bored*http* lotsof luv me xxxx*http*,ham
WOT U UP  J*smiley*,ham
*http*HI BABE UAWAKE*smiley*FEELLIKW SHIT*http*JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED thNOV*http*BEHIND OURBACKS – FUCKINNICE*http*SELFISHDEVIOUSBITCH*http*ANYWAYI’L CALL U*http*,ham
*http*SHIT BABE*http**http* THASA BIT MESSED UP*http*YEH SHE SHUDVETOLD U*http* DID URGRAN KNOW*smiley*NEWAY ILLSPEAK  UMORO WEN IM NOT ASLEEP*http**http**http**http*,ham
*http*HEY KATE HOPE UR OK*http**http**http* WILL GIVE U A BUZ WEDLUNCH*http* GO OUTSOMEWHERE  ADRINK IN TOWN*http**http*CUD GO WATERSHD  A BIT*smiley* PPL FROMWRK WILL BTHERE*http* LOVE PETEXXX*http**http*,ham
*http*Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic*http*,ham
*http*Aww you must be nearly dead*http*Well Jez isComing over toDo some workAnd that whillTake forever*http**http*,ham
*http*alright babe justthought i’d sayhey*http* how u doin*smiley*nearly the endof me wk offdam nevamind*http*We will have Hook up sn if uwant m*smiley* loveJen x*http**http*,ham
Right it wasnt you who phoned it was someone with a number like yours*http*,ham
Y*smiley*WHERE U AT DOGBREATH*smiley* ITS JUST SOUNDING LIKE JAN C THAT’S AL*http**http**http**http**http**http**http**http**http*,ham
R U *http*SAM P IN EACHOTHER*http* IF WE MEET WE CAN GO  MY HOUSE,ham
Babes I think I got ur brolly I left it in English wil bring it in mrw  u luv Franxx,ham
WHAT TIME U WRKIN*smiley*,ham
HEY GIRL*http* HOW R U*smiley* HOPE U R WELL ME AN DEL R BAK*http* AGAIN LONG TIME NO C*http* GIVE ME A CALL SUM TIME FROM LUCYxx,ham
I HAVE A DATE ON SUNDAY WITH WILL*http**http*,ham
Hi the way I was with u day is the normal way*http*this is the real me*http* UR unique*http*I hope I know u  the rest of mylife*http* Hope u find wot was lost*http*,ham
HI HUN*http* IM NOT COMIN NITE*http*TELL EVERY IM SORRY  ME HOPE U AVA GOODTIME*http*OLI RANG MELNITE IFINK IT MITE B SORTEDBUT IL EXPLAIN EVERYTHIN ON MON*http*LRS*http*x,ham
Thanx  day*http* U r a goodmate I THINK UR RITE SARY*http* ASUSUAL*http* U CHEERED ME UP*http* LOVE U FRANYxxxxx,ham
Hey darlin*http**http* i can pick u up at college if u tell me wen *http* where  mt*http**http* love Pete xx,ham
HAPPY NEW YEAR MY NO*http* MAN,ham
ALRITE,ham
Wot u up  u weirdo*smiley*,ham
U haven’t lost me ill always b here u*http*i didn’t intend  hurt u but I never knew how u felt about me when Iwas*plus*marine*http*that’s what itriedtell urmom*http*i careabout u,ham
Wot is u up  then bitch*smiley*,ham
PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,ham
No got new job at bar in airport on satsgettin *http*per hour but means no lie in*http* keep in touch,ham
Im just wondering what your doing right now*smiley*,ham
I love u  my little pocy bell I am sorry but I love u,ham
HELLO PEACH*http* MY CAKE TASTS LUSH*http*,ham
THANX TODAY CER IT WAS NICE  CATCH UP BUT WE AVE  FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON*http*C,ham
PICK UR FONE UP NOW U DUMB*smiley*,ham
There the size of elephant tablets *http* u shove um up ur ass*http**http*,ham
I walked an hour  c u*http* doesn’t that show I care y wont u believe im serious*smiley*,ham
Try neva mate*http**http*,ham
I’m cool ta luv but v*http*tired  cause i have been doin loads of planning all wk we have got our social services inspection at the nursery*http* Take care *http* spk sn x*http*,ham
Sounds better than my evening im just doing my costume*http* Im not sure what time i finish tomorrow but i will txt you at the end*http*,ham
Oh ok i didnt know what you meant*http* Yep i am baby jontin,ham
Awww dat is sweet*http* We can think of something to do he he*http* Have a nice time tonight ill probably txt u later cos im lonely :( xxx*http*,ham
cud u tell ppl im gona b a bit l cos  buses hav gon past cos they were full *http* im still waitin  *http* Pete x,ham
SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT  GOT UP  WORK AT ,ham
